
58ed7fc8-44b8-4134-b611-c599ae198926,2023-05-12T19:07:43.771693100,2023-05-12T19:22:43.771693100,false,1
e74b934e-141a-4d5d-8245-e288fe4ddaba,2023-05-12T19:07:54.681758900,2023-05-12T19:22:54.681758900,true,1
ec2a3465-dff2-4626-a6a7-e07fb7ad5e84,2023-05-12T19:28:50.796164800,2023-05-12T19:43:50.797164,false,1
543e99b2-ab77-465d-a5de-aa445fe57e2d,2023-05-12T19:29:39.457655500,2023-05-12T19:44:39.457655500,false,1
fba3c3ee-29b7-40b7-9c3a-d1d1029e2059,2023-05-12T19:30:07.368288100,2023-05-12T19:45:07.368288100,false,1
5671e793-9584-42b8-8a90-9bba14c25d61,2023-05-12T19:33:49.155224700,2023-05-12T19:48:49.155224700,true,1
26847d21-7091-4b77-bc62-e5aa0492cd9b,2023-05-12T20:32:57.792201800,2023-05-12T20:47:57.792201800,true,1
87f3ed64-ad96-47cb-865c-0495a7f99f8b,2023-05-12T20:42:14.234919900,2023-05-12T20:57:14.234919900,true,1
774e24f8-002a-45f4-bbb9-a82b277062d2,2023-05-12T22:15:40.500507300,2023-05-12T22:30:40.500507300,false,1
40fc557b-41f5-4488-9a92-5ab3dabb9609,2023-05-12T22:17:35.472243300,2023-05-12T22:32:35.472243300,false,1
67765193-5de5-4ccb-84f5-b1d0da327f62,2023-05-14T10:58:38.480986800,2023-05-14T11:13:38.480986800,true,1
ad92c02f-6df3-42de-8289-d404fd390e94,2023-05-14T11:02:42.391308700,2023-05-14T11:17:42.391308700,true,1
d85670cd-b1d7-4e46-adf5-5c533fe87604,2023-05-14T11:04:15.097764400,2023-05-14T11:19:15.097764400,true,1
2cf7e09c-e7d2-4eb6-b725-bfd6afd0047d,2023-05-14T11:05:00.414161800,2023-05-14T11:20:00.415196800,true,1
75e7ae49-982c-4b31-be2a-0291103cc134,2023-05-14T11:09:26.769155100,2023-05-14T11:24:26.769155100,true,1
436faa3f-c28b-4f69-8ccb-af7aeb4c1ba3,2023-05-14T11:24:02.010319,2023-05-14T11:39:02.010319,true,3
eefa013a-67dd-4e60-a0fb-41afa439381a,2023-05-14T11:59:05.289870500,2023-05-14T12:14:05.290910200,false,3
f8db5fb2-0c58-4fe9-8c10-9a6e33eab130,2023-05-14T11:59:18.026481700,2023-05-14T12:14:18.026481700,true,3
b0d52477-3357-4e2a-a194-7e4f9aa2c83d,2023-05-14T13:26:14.554094300,2023-05-14T13:41:14.554094300,true,3
f856a242-2cb2-4972-88b0-111bc806ab80,2023-05-14T13:52:21.878350100,2023-05-14T14:07:21.879349300,true,3
6c05574c-5172-4d78-8a29-1f6f9beb0e05,2023-05-14T13:56:26.487009500,2023-05-14T14:11:26.487009500,true,3
366fd7e7-df0c-4067-af22-6daf35c5125c,2023-05-14T13:59:49.867258600,2023-05-14T14:14:49.867258600,true,3
5c9b225b-aeb5-4021-b785-aee9a593a140,2023-05-14T14:05:10.981426800,2023-05-14T14:20:10.981426800,true,3
f2718dcf-bb17-437a-b4ee-d9ae5989988e,2023-05-14T14:19:45.773548100,2023-05-14T14:34:45.773548100,true,3
9660327f-dc07-4051-9885-1f122bf0637c,2023-05-14T14:23:45.400725200,2023-05-14T14:38:45.400725200,true,3
e4bb68e9-fee9-4238-bfcf-edef096b22a8,2023-05-14T14:41:38.131277,2023-05-14T14:56:38.131277,true,3
